,YearMonth,PostalCode,CustomerClass,TotalGallons
1799,2012-09-01,78757,City of Austin,1345200
1800,2012-09-01,78757,Commercial,21126500
1801,2012-09-01,78758,City of Austin,1294800
1802,2012-09-01,78758,Irrigation - City of Austin,4601400
1803,2012-09-01,78758,Commercial,65055000
1804,2012-09-01,78758,Irrigation - Commercial,21865700
1805,2012-09-01,78759,Austin Water Utility,0
1806,2012-09-01,78759,City of Austin,88900
1807,2012-09-01,78759,Commercial,45281200
1808,2012-09-01,78759,Irrigation - Commercial,20376000
1809,2012-09-01,78759,Irrigation - City of Austin,2200
1810,2012-10-01,78613,Commercial,3616600
1811,2012-10-01,78613,Irrigation - Commercial,1974500
1812,2012-10-01,78617,Commercial,11329500
1813,2012-10-01,78617,Irrigation - City of Austin,0
1814,2012-10-01,78617,City of Austin,8732300
1815,2012-10-01,78617,Irrigation - Commercial,1067800
1816,2012-10-01,78617,Austin Water Utility,91200
1817,2012-10-01,78652,Commercial,239200
1818,2012-10-01,78653,Irrigation - Commercial,686700
1819,2012-10-01,78653,Wholesale,0
1820,2012-10-01,78653,Commercial,1611800
1821,2012-10-01,78660,Irrigation - Commercial,3193100
1822,2012-10-01,78660,Austin Water Utility,2700
1823,2012-10-01,78660,Wholesale,28456500
1824,2012-10-01,78660,Commercial,5044600
1825,2012-10-01,78701,City of Austin,8073900
1826,2012-10-01,78701,Large Volume,1588900
1827,2012-10-01,78701,Austin Water Utility,240000
1828,2012-10-01,78701,Commercial,76222600
1829,2012-10-01,78701,Irrigation - Commercial,3560300
1830,2012-10-01,78701,Irrigation - City of Austin,1144400
1831,2012-10-01,78702,Austin Water Utility,63200
1832,2012-10-01,78702,Commercial,25923800
1833,2012-10-01,78702,Irrigation - City of Austin,731600
1834,2012-10-01,78702,City of Austin,1160800
1835,2012-10-01,78702,Irrigation - Commercial,2315700
1836,2012-10-01,78703,Irrigation - City of Austin,126400
1837,2012-10-01,78703,Irrigation - Commercial,2420500
1838,2012-10-01,78703,Austin Water Utility,9900
1839,2012-10-01,78703,City of Austin,2190400
1840,2012-10-01,78703,Commercial,15529700
1841,2012-10-01,78704,Irrigation - Commercial,5765200
1842,2012-10-01,78704,City of Austin,2695800
1843,2012-10-01,78704,Irrigation - City of Austin,250700
1844,2012-10-01,78704,Austin Water Utility,19400
1845,2012-10-01,78704,Commercial,36035800
1846,2012-10-01,78705,Commercial,36137300
1847,2012-10-01,78705,Irrigation - City of Austin,40000
1848,2012-10-01,78705,Irrigation - Commercial,12066500
1849,2012-10-01,78705,Large Volume,6223300
1850,2012-10-01,78705,City of Austin,227400
1851,2012-10-01,78712,Commercial,6723800
1852,2012-10-01,78712,Irrigation - Commercial,306400
1853,2012-10-01,78712,Irrigation - Large Volume,12469200
1854,2012-10-01,78712,Large Volume,18277200
1855,2012-10-01,78717,City of Austin,0
1856,2012-10-01,78717,Commercial,5598200
1857,2012-10-01,78717,Irrigation - Commercial,10967200
1858,2012-10-01,78717,Irrigation - City of Austin,12100
1859,2012-10-01,78719,Austin Water Utility,573600
1860,2012-10-01,78719,Commercial,4177300
1861,2012-10-01,78719,Wholesale,1533800
1862,2012-10-01,78719,City of Austin,3773500
1863,2012-10-01,78719,Irrigation - City of Austin,214800
1864,2012-10-01,78719,Irrigation - Commercial,717100
1865,2012-10-01,78721,Austin Water Utility,2800
1866,2012-10-01,78721,Commercial,6378600
1867,2012-10-01,78721,City of Austin,185300
1868,2012-10-01,78721,Irrigation - City of Austin,46100
1869,2012-10-01,78721,Irrigation - Commercial,849700
1870,2012-10-01,78722,Irrigation - City of Austin,305000
1871,2012-10-01,78722,City of Austin,17800
1872,2012-10-01,78722,Commercial,4299500
1873,2012-10-01,78722,Irrigation - Commercial,957300
1874,2012-10-01,78723,Irrigation - City of Austin,320500
1875,2012-10-01,78723,City of Austin,3395700
1876,2012-10-01,78723,Irrigation - Commercial,3217600
1877,2012-10-01,78723,Commercial,14021300
1878,2012-10-01,78724,City of Austin,4516700
1879,2012-10-01,78724,Commercial,5246700
1880,2012-10-01,78724,Irrigation - Commercial,4242200
1881,2012-10-01,78724,Austin Water Utility,0
1882,2012-10-01,78724,Irrigation - City of Austin,0
1883,2012-10-01,78725,Large Volume,32798000
1884,2012-10-01,78725,Commercial,5276100
1885,2012-10-01,78725,Wholesale,1330000
1886,2012-10-01,78725,Austin Water Utility,218700
1887,2012-10-01,78725,Irrigation - Commercial,478700
1888,2012-10-01,78725,City of Austin,226100
1889,2012-10-01,78726,Commercial,8183600
1890,2012-10-01,78726,City of Austin,417000
1891,2012-10-01,78726,Irrigation - Commercial,4106100
1892,2012-10-01,78726,Austin Water Utility,0
1893,2012-10-01,78727,Irrigation - City of Austin,1600
1894,2012-10-01,78727,City of Austin,28800
1895,2012-10-01,78727,Commercial,16392900
1896,2012-10-01,78727,Irrigation - Commercial,8438600
1897,2012-10-01,78728,Commercial,3332100
1898,2012-10-01,78728,Irrigation - Commercial,2963600
1899,2012-10-01,78728,Large Volume,17219000
1900,2012-10-01,78728,Wholesale,40204000
1901,2012-10-01,78729,Wholesale,36265200
1902,2012-10-01,78729,Commercial,13219500
1903,2012-10-01,78729,City of Austin,15700
1904,2012-10-01,78729,Irrigation - Commercial,6760000
1905,2012-10-01,78729,Irrigation - City of Austin,0
1906,2012-10-01,78730,Irrigation - Commercial,4424900
1907,2012-10-01,78730,Commercial,2678900
1908,2012-10-01,78731,Commercial,20665900
1909,2012-10-01,78731,Irrigation - City of Austin,157000
1910,2012-10-01,78731,Irrigation - Commercial,6243000
1911,2012-10-01,78731,Austin Water Utility,0
1912,2012-10-01,78731,City of Austin,116700
1913,2012-10-01,78732,Commercial,677800
1914,2012-10-01,78735,Wholesale,543800
1915,2012-10-01,78735,Austin Water Utility,0
1916,2012-10-01,78735,City of Austin,238000
1917,2012-10-01,78735,Irrigation - Commercial,5179700
1918,2012-10-01,78735,Large Volume,22653000
1919,2012-10-01,78735,Commercial,7851700
1920,2012-10-01,78736,Commercial,1820500
1921,2012-10-01,78736,Irrigation - Commercial,342600
1922,2012-10-01,78737,Commercial,331500
1923,2012-10-01,78737,Wholesale,455700
1924,2012-10-01,78737,Irrigation - Commercial,182300
1925,2012-10-01,78739,Austin Water Utility,200
1926,2012-10-01,78739,Irrigation - City of Austin,42100
1927,2012-10-01,78739,Wholesale,17898100
1928,2012-10-01,78739,Commercial,1505100
1929,2012-10-01,78739,City of Austin,17500
1930,2012-10-01,78739,Irrigation - Commercial,6787700
1931,2012-10-01,78741,Austin Water Utility,37400
1932,2012-10-01,78741,Commercial,20293700
1933,2012-10-01,78741,Irrigation - Commercial,4838200
1934,2012-10-01,78741,Irrigation - City of Austin,3370300
1935,2012-10-01,78741,Large Volume,36705000
1936,2012-10-01,78741,City of Austin,2314200
1937,2012-10-01,78742,Irrigation - Commercial,58700
1938,2012-10-01,78742,Commercial,512500
1939,2012-10-01,78744,City of Austin,304000
1940,2012-10-01,78744,Irrigation - Commercial,9483500
1941,2012-10-01,78744,Wholesale,2052000
1942,2012-10-01,78744,Austin Water Utility,733100
1943,2012-10-01,78744,Commercial,28086600
1944,2012-10-01,78744,Irrigation - City of Austin,1453700
1945,2012-10-01,78745,Irrigation - City of Austin,36600
1946,2012-10-01,78745,Irrigation - Commercial,6206700
1947,2012-10-01,78745,Wholesale,9086400
1948,2012-10-01,78745,City of Austin,210100
1949,2012-10-01,78745,Commercial,27375300
1950,2012-10-01,78746,Irrigation - Commercial,5116000
1951,2012-10-01,78746,City of Austin,1508800
1952,2012-10-01,78746,Commercial,13581900
1953,2012-10-01,78746,Irrigation - City of Austin,1222200
1954,2012-10-01,78746,Wholesale,123673600
1955,2012-10-01,78747,Austin Water Utility,1103200
1956,2012-10-01,78747,Commercial,1116100
1957,2012-10-01,78747,Wholesale,2104700
1958,2012-10-01,78747,Irrigation - Commercial,1091900
1959,2012-10-01,78748,Irrigation - City of Austin,86000
1960,2012-10-01,78748,Wholesale,717900
1961,2012-10-01,78748,Irrigation - Commercial,6175300
1962,2012-10-01,78748,City of Austin,180400
1963,2012-10-01,78748,Commercial,11458800
1964,2012-10-01,78749,Wholesale,2952600
1965,2012-10-01,78749,City of Austin,73400
1966,2012-10-01,78749,Commercial,11870000
1967,2012-10-01,78749,Irrigation - City of Austin,20500
1968,2012-10-01,78749,Irrigation - Commercial,10535300
1969,2012-10-01,78750,Irrigation - Commercial,8358900
1970,2012-10-01,78750,Irrigation - City of Austin,107700
1971,2012-10-01,78750,Commercial,10404200
1972,2012-10-01,78750,Austin Water Utility,372400
1973,2012-10-01,78750,City of Austin,328800
1974,2012-10-01,78751,Irrigation - Commercial,780200
1975,2012-10-01,78751,Irrigation - City of Austin,1109900
1976,2012-10-01,78751,Commercial,19798500
1977,2012-10-01,78751,City of Austin,50800
1978,2012-10-01,78752,Commercial,26794900
1979,2012-10-01,78752,Irrigation - City of Austin,0
1980,2012-10-01,78752,City of Austin,229400
1981,2012-10-01,78752,Irrigation - Commercial,3841300
1982,2012-10-01,78753,City of Austin,25100
1983,2012-10-01,78753,Irrigation - City of Austin,661700
1984,2012-10-01,78753,Commercial,34618500
1985,2012-10-01,78753,Austin Water Utility,0
1986,2012-10-01,78753,Irrigation - Commercial,10588800
1987,2012-10-01,78754,Commercial,14238700
1988,2012-10-01,78754,Irrigation - Commercial,8406000
1989,2012-10-01,78754,Austin Water Utility,388400
1990,2012-10-01,78754,City of Austin,309000
1991,2012-10-01,78754,Irrigation - City of Austin,0
1992,2012-10-01,78754,Large Volume,102165200
1993,2012-10-01,78756,Irrigation - City of Austin,0
1994,2012-10-01,78756,City of Austin,18100
1995,2012-10-01,78756,Commercial,9952900
1996,2012-10-01,78756,Irrigation - Commercial,663000
1997,2012-10-01,78756,Austin Water Utility,84700
1998,2012-10-01,78757,City of Austin,548300
1999,2012-10-01,78757,Irrigation - Commercial,1074700
2000,2012-10-01,78757,Commercial,20052500
2001,2012-10-01,78757,Irrigation - City of Austin,41700
2002,2012-10-01,78758,Commercial,59043100
2003,2012-10-01,78758,Irrigation - Commercial,15052000
2004,2012-10-01,78758,City of Austin,1129500
2005,2012-10-01,78758,Irrigation - City of Austin,3754600
2006,2012-10-01,78759,City of Austin,34000
2007,2012-10-01,78759,Irrigation - Commercial,14425800
2008,2012-10-01,78759,Austin Water Utility,0
2009,2012-10-01,78759,Commercial,40213000
2010,2012-10-01,78759,Irrigation - City of Austin,600
2011,2012-11-01,78613,Irrigation - Commercial,2060900
2012,2012-11-01,78613,Commercial,4346800
2013,2012-11-01,78617,Austin Water Utility,83500
2014,2012-11-01,78617,Irrigation - Commercial,1772300
2015,2012-11-01,78617,City of Austin,5658100
2016,2012-11-01,78617,Commercial,14348100
2017,2012-11-01,78617,Irrigation - City of Austin,0
2018,2012-11-01,78652,Commercial,323000
2019,2012-11-01,78653,Irrigation - Commercial,593200
2020,2012-11-01,78653,Wholesale,0
2021,2012-11-01,78653,Commercial,1434900
2022,2012-11-01,78660,Irrigation - Commercial,2812100
2023,2012-11-01,78660,Austin Water Utility,400
2024,2012-11-01,78660,Commercial,4379900
2025,2012-11-01,78660,Wholesale,28602500
2026,2012-11-01,78701,Irrigation - City of Austin,1025900
2027,2012-11-01,78701,City of Austin,7285000
2028,2012-11-01,78701,Large Volume,522700
2029,2012-11-01,78701,Austin Water Utility,150000
2030,2012-11-01,78701,Commercial,72737200
2031,2012-11-01,78701,Irrigation - Commercial,3505600
2032,2012-11-01,78702,Irrigation - Commercial,2070400
2033,2012-11-01,78702,Austin Water Utility,82800
2034,2012-11-01,78702,Commercial,26644800
2035,2012-11-01,78702,City of Austin,837700
2036,2012-11-01,78702,Irrigation - City of Austin,749200
2037,2012-11-01,78703,City of Austin,1934900
2038,2012-11-01,78703,Irrigation - Commercial,2354500
2039,2012-11-01,78703,Austin Water Utility,12300
2040,2012-11-01,78703,Commercial,17465100
2041,2012-11-01,78703,Irrigation - City of Austin,125200
2042,2012-11-01,78704,Commercial,34994700
2043,2012-11-01,78704,Austin Water Utility,20000
2044,2012-11-01,78704,Irrigation - Commercial,5867900
2045,2012-11-01,78704,City of Austin,2013800
2046,2012-11-01,78704,Irrigation - City of Austin,252600
2047,2012-11-01,78705,Commercial,35603700
2048,2012-11-01,78705,Irrigation - City of Austin,23300
2049,2012-11-01,78705,Irrigation - Commercial,9287100
2050,2012-11-01,78705,City of Austin,235300
2051,2012-11-01,78705,Large Volume,6412800
2052,2012-11-01,78712,Irrigation - Large Volume,15346800
2053,2012-11-01,78712,Large Volume,13262500
2054,2012-11-01,78712,Irrigation - Commercial,403200
2055,2012-11-01,78712,Commercial,7466500
2056,2012-11-01,78717,Commercial,6890400
2057,2012-11-01,78717,Irrigation - Commercial,8579500
2058,2012-11-01,78717,City of Austin,0
2059,2012-11-01,78717,Irrigation - City of Austin,21400
2060,2012-11-01,78719,Commercial,8778200
2061,2012-11-01,78719,Wholesale,1420400
2062,2012-11-01,78719,Austin Water Utility,593900
2063,2012-11-01,78719,Irrigation - Commercial,740500
2064,2012-11-01,78719,City of Austin,2755100
2065,2012-11-01,78719,Irrigation - City of Austin,165500
2066,2012-11-01,78721,City of Austin,211800
2067,2012-11-01,78721,Irrigation - Commercial,757800
2068,2012-11-01,78721,Commercial,8666600
2069,2012-11-01,78721,Irrigation - City of Austin,122100
2070,2012-11-01,78721,Austin Water Utility,2500
2071,2012-11-01,78722,Commercial,4477600
2072,2012-11-01,78722,Irrigation - City of Austin,193000
2073,2012-11-01,78722,Irrigation - Commercial,672500
2074,2012-11-01,78722,City of Austin,21700
2075,2012-11-01,78723,Irrigation - Commercial,2046700
2076,2012-11-01,78723,Commercial,13833200
2077,2012-11-01,78723,Irrigation - City of Austin,363500
2078,2012-11-01,78723,City of Austin,2928000
2079,2012-11-01,78724,City of Austin,5198600
2080,2012-11-01,78724,Austin Water Utility,0
2081,2012-11-01,78724,Irrigation - Commercial,5824700
2082,2012-11-01,78724,Irrigation - City of Austin,0
2083,2012-11-01,78724,Commercial,5274600
2084,2012-11-01,78725,Large Volume,59634000
2085,2012-11-01,78725,Austin Water Utility,196200
2086,2012-11-01,78725,Irrigation - Commercial,409300
2087,2012-11-01,78725,City of Austin,233800
2088,2012-11-01,78725,Commercial,5371800
2089,2012-11-01,78725,Wholesale,1032800
2090,2012-11-01,78726,Austin Water Utility,0
2091,2012-11-01,78726,Irrigation - Commercial,3558000
2092,2012-11-01,78726,Commercial,7313900
2093,2012-11-01,78726,City of Austin,228000
2094,2012-11-01,78727,City of Austin,30400
2095,2012-11-01,78727,Irrigation - City of Austin,2100
2096,2012-11-01,78727,Irrigation - Commercial,7044200
2097,2012-11-01,78727,Commercial,14107200
2098,2012-11-01,78728,Commercial,2916800
2099,2012-11-01,78728,Large Volume,13140000
2100,2012-11-01,78728,Irrigation - Commercial,2729000
2101,2012-11-01,78728,Wholesale,42072300
2102,2012-11-01,78729,Irrigation - Commercial,8600900
2103,2012-11-01,78729,Irrigation - City of Austin,0
2104,2012-11-01,78729,City of Austin,14400
2105,2012-11-01,78729,Wholesale,33886200
2106,2012-11-01,78729,Commercial,12743400
2107,2012-11-01,78730,Commercial,2335300
2108,2012-11-01,78730,Irrigation - Commercial,3879500
2109,2012-11-01,78731,Austin Water Utility,0
2110,2012-11-01,78731,Irrigation - Commercial,6069600
2111,2012-11-01,78731,Commercial,20760100
2112,2012-11-01,78731,City of Austin,78300
2113,2012-11-01,78731,Irrigation - City of Austin,97600
2114,2012-11-01,78732,Commercial,741400
2115,2012-11-01,78735,Irrigation - Commercial,4156200
2116,2012-11-01,78735,Large Volume,42492000
2117,2012-11-01,78735,Wholesale,628100
2118,2012-11-01,78735,City of Austin,252000
2119,2012-11-01,78735,Austin Water Utility,0
2120,2012-11-01,78735,Commercial,8675500
2121,2012-11-01,78736,Commercial,1559600
2122,2012-11-01,78736,Irrigation - Commercial,324600
2123,2012-11-01,78737,Irrigation - Commercial,199700
2124,2012-11-01,78737,Commercial,321600
2125,2012-11-01,78737,Wholesale,480000
2126,2012-11-01,78739,Irrigation - Commercial,6392000
2127,2012-11-01,78739,Wholesale,15129000
2128,2012-11-01,78739,City of Austin,17900
2129,2012-11-01,78739,Austin Water Utility,100
2130,2012-11-01,78739,Commercial,1671800
2131,2012-11-01,78739,Irrigation - City of Austin,64100
2132,2012-11-01,78741,Commercial,19994500
2133,2012-11-01,78741,Irrigation - City of Austin,1686200
2134,2012-11-01,78741,Irrigation - Commercial,4973100
2135,2012-11-01,78741,Large Volume,37461000
2136,2012-11-01,78741,Austin Water Utility,15800
2137,2012-11-01,78741,City of Austin,509800
2138,2012-11-01,78742,Commercial,505000
2139,2012-11-01,78742,Irrigation - Commercial,121500
2140,2012-11-01,78744,Austin Water Utility,618200
2141,2012-11-01,78744,City of Austin,381400
2142,2012-11-01,78744,Irrigation - Commercial,10855800
2143,2012-11-01,78744,Wholesale,2182000
2144,2012-11-01,78744,Commercial,27055400
2145,2012-11-01,78744,Irrigation - City of Austin,964700
2146,2012-11-01,78745,Irrigation - City of Austin,37500
2147,2012-11-01,78745,Commercial,26953500
2148,2012-11-01,78745,Irrigation - Commercial,6041200
2149,2012-11-01,78745,Wholesale,6690600
2150,2012-11-01,78745,City of Austin,300700
2151,2012-11-01,78746,Wholesale,114423100
2152,2012-11-01,78746,City of Austin,1059500
2153,2012-11-01,78746,Commercial,12416700
2154,2012-11-01,78746,Irrigation - Commercial,4597200
2155,2012-11-01,78746,Irrigation - City of Austin,858000
2156,2012-11-01,78747,Commercial,1916000
2157,2012-11-01,78747,Irrigation - Commercial,1107800
2158,2012-11-01,78747,Wholesale,2163400
2159,2012-11-01,78747,Austin Water Utility,1064400
2160,2012-11-01,78748,Irrigation - Commercial,5393400
2161,2012-11-01,78748,City of Austin,350500
2162,2012-11-01,78748,Irrigation - City of Austin,83000
2163,2012-11-01,78748,Wholesale,806100
2164,2012-11-01,78748,Commercial,12681000
2165,2012-11-01,78749,Commercial,11971400
2166,2012-11-01,78749,Irrigation - City of Austin,25100
2167,2012-11-01,78749,City of Austin,73600
2168,2012-11-01,78749,Irrigation - Commercial,8997200
2169,2012-11-01,78749,Wholesale,2761100
2170,2012-11-01,78750,Irrigation - Commercial,7101500
2171,2012-11-01,78750,City of Austin,256500
2172,2012-11-01,78750,Commercial,9943300
2173,2012-11-01,78750,Irrigation - City of Austin,140900
2174,2012-11-01,78750,Austin Water Utility,1130700
2175,2012-11-01,78751,Commercial,18219000
2176,2012-11-01,78751,Irrigation - City of Austin,1915000
2177,2012-11-01,78751,City of Austin,54100
2178,2012-11-01,78751,Irrigation - Commercial,826400
